"HITID","name","intro","gender","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"3LN50BUKPVQACYC3AK3XB2YJN46LPO","求魔","魔前一叩三千年，回首凡尘不做仙，只为她……掌缘生灭  请看耳根作品《求魔》","male","A1X94LTZZQMHTP","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 20:57:59 UTC"
"3O4VWC1GEWLXAJJG91UDIKIQEJ9J38","洛临","明明是西方魔幻的游戏，为什么我却是东方种族啊?!还是不该存在的那独一份儿?!  为一点儿小事就屠尽全城的冷戾帅哥，没事就转悠在身边声称自己是我未婚夫的“美女”……好吧，这些我都忍了，可是为什么就连那些名义上的亲人也要来掺一脚?!  好吧!既来之，则安……能安才怪!只是想进游戏睡个觉，不打眼的混吃等死而已啊!那些明争暗斗的别来找我好不好!  我真的是很乖很乖的中立派啦!  ======  点击收藏推荐粉红打赏鲜花，我不嫌多，有的尽管放马过来吧^－^  粉红票每多20票会在当天原本更新的7000基础上再加2000字，为方便起标题，同样是合并成一章！希望大家踊跃投票哦⌒_⌒催更票的话有时也会加更。  【本文系起点女生网独家发表，拒绝任何网站、论坛、文库等站点以任何形式的转载！！】","female","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男、女读者都可以","Yes","男、女读者都可以","2018-02-04 21:19:27 UTC"
"33CLA8O0MIQ9OJIM114OLKTERQ8RFH","大明小官生活","菜鸟警花穿越到明朝的缁衣世家  当捕快，有前途，怎么说也是堂堂公务员；  啥，没薪水，无福利，还没有带薪假？！  啥，没钱就收保护费，下乡收租也是分内事？！  不怕不怕，咱有仙家神器宝葫芦，种种玫瑰，栽个果树，照样发财又致富！  看咱带着宝葫芦闯大明，银钱多多，小权在握，那啥，小秀才，你就别逃啦……","female","A2R2YZTSME1K3F","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:49:24 UTC"
"3NZ1E5QA6ZGU6F88ZS5PZTXXKASB56","吉时医到","从前所托非人，而今被谁生死相许。  他将蝴蝶发笄别于袖口，被人耻笑儿女情长。  朝堂之上，万千兵马之中，他又在耻笑谁。  生恒爱之，生恒敬之，吾往也。  ★★职业简介：现代内科医生在古代。  **************************  云霓教主新书《掌家娘子》欢迎大家收看支持，书号：3207576  娘子要掌家，谁能阻挡。","female","A8TIL9U6YHG5","女性读者","A2NJTYYY37DNO","男性读者","No","no_agreement","2018-02-04 21:00:15 UTC"
"3MJ28H2Y1ENEP9XH3XAB5DXWR9AO5M","傲剑凌云","这是个以剑为主的世界。  凌逍本为蜀山内门弟子，在观摩师门前辈渡劫的时候被天劫带到异界，重生于将门子弟身上。  掌握着无数这个世界奉为神级的剑技，还有这个世界中人无法理解的神奇医术，本身却是天脉者这样的武道废材体质。  凌逍将用什么方式来证明自己？","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","男、女读者都可以","No","no_agreement","2018-02-04 20:59:46 UTC"
"3OLZC0DJ8JULRH1TBTFJPEV9SODVI5","春宫缭乱","这是一个灿烂而又阴险，激情而又无耻的年代。这是盛唐前夜最混乱的十年。  这边厢笙歌曼舞春宫缭乱，那边厢刀光剑影你死我活。  红颜无心伴刚乾，但思手掌天下权。一朝玉碎九宸下，来世莫立君王前。  2009年度府天倾情打造，叙述一段盛唐前夜的传奇。府天出品，完本保障。","female","A2NJTYYY37DNO","女性读者","A1X94LTZZQMHTP","男性读者","No","no_agreement","2018-02-04 21:01:53 UTC"
"34F34TZU7WE8P1NX51G8ZADY859J2X","一妻当关","开篇就是苦逼的孤女寡母？这一定是坑爹复仇剧！  等等，为毛如此多美男？哦，老纸最讨厌玛丽苏了！  什么？明明是男主气场如此之弱？拍板换男主！  据说，这是一个小娃成长史。  据说，这是披着言情外衣的权谋文。  ……………………………………………………………………  架空，青梅竹马，天作之合，其实都是假的。  历史帝和考据帝慎入。bug帝乱入。  来来，入坑每人赠送一根避雷针~","female","A8TIL9U6YHG5","女性读者","A1X94LTZZQMHTP","男性读者","No","no_agreement","2018-02-04 21:07:24 UTC"
"3OEWW2KGQJQ9TMCAI3SU3PLO4Q8ODU","很纯很暧昧","杨明是一名普通的学生，某一天，他收到一份礼物，一只神奇的眼镜，从此生活变得丰富多彩。  （鱼宝宝书友1群 333702438）","male","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:40:36 UTC"
"33TGB4G0LPW34KMZ5KF5R6U3JG1TXN","重生之不做皇后","开到荼蘼花事了，尘烟过，知多少？  她曾贵为皇后，母仪天下，心中遗憾，却是永远无法释怀  她——季荼蘼，在她三十岁生辰前夕服下了天下奇毒“羽化”  在她以为自己已羽化登仙，从此远离俗世纷争之时  她却不明所以的回到了她七岁那年的夏天。  七岁时，她无忧无虑，她还没有认识他。  而那时，她的身边有温柔的父亲、慈爱的母亲，还有视她如珠如宝的三个兄长。  而她誓言，她愿倾尽所有来守护这份幸福，永永久久。","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:35:05 UTC"
"3XUSYT70ITGOQ5KRGIQJDOP66NT0DH","传奇纨绔少爷","平凡的大学生方铮穿越了，穿越到了古代一个富家纨绔少爷的身上。  他不想改变这个世界，只想好好做他的富家少爷，可人太出色也是种罪过，这个世界正因为他的到来，而悄然改变着。  试看主角如何在不一样的穿越剧情里，展开了一段令人啼笑皆非的古代人生。  本书风格轻松（你也可以认为它幽默），不震虎躯，不抖娇躯，读者朋友可以放心大胆的阅读。  （本书顺利完本，新书都市类《极品草根太子》，请各位收藏，推荐，谢谢大家！）","male","A8TIL9U6YHG5","男、女读者都可以","A2R2YZTSME1K3F","男性读者","No","no_agreement","2018-02-04 21:52:05 UTC"
"3VGZ74AYTGVBWHPYUOKBEAU4S45GCZ","知味记","天上的飞禽，山里的走兽，河中的鱼虾，地里的蔬菜，林间的笋蘑……如何把它们做成一道道美食，吃进自己胃里，是吃货林小竹来到古代后，整日思考的人生重大问题。  你说什么？我的美食，吃刁了你的嘴，抓住了你的胃？  呸，那是你的事，跟本姑娘何干？就算你是好男人也别就这样赖上我呀！  食髓知味，欲罢不能，是之“知味”也！且看《知味记》。  ————————————————————————————————  推荐泠水的完结文《良田千顷》、《穿越之茶言观色》，另有《玉琢》连载中，求支持！","female","A1X94LTZZQMHTP","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:06:18 UTC"
"3XDSWAMB227296JCXKPN8OY6YREQC4","本宫不在线","（已完结）【起点女生网签约作品】  穿越！穿越！这等好事终于轮到兰溪啦！  真是好地方啊～  径直掉进公寓楼，不用做房奴；  山明水秀科技发达，电脑电视样样有；  找个皇帝做饭票，管他佳丽三千人。  心满意足的小更衣做着皇宫宅女梦，  无事看电视、上网、闲逛或码字。  只是啊，黑心的人到处有，  太监公公接个网线就要了十两银子！  感冒吃了一天小灶就费了五两银子！  因为皇帝不招侍寝，就克扣伙食，为了加饭债台高筑！  怎么办？宅女做不下去，是奋斗还是忍受？…","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:49:36 UTC"
"3TLFH2L6Y93234J2HVUC1G07670T2C","重生之1976","我的天啊，一顿庆功宴之后，发现竟然回到那个特殊的年代，肚子里揣了个小宝宝不说，还是刚下堂的黄脸婆，这可如何是好？","female","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:25:45 UTC"
"3P520RYKCHL92EHEZJMK4JPL9VYU55","妻高一筹","穿越到一个被当作棋子嫁入豪门并且光速成为弃妇的女人身上，这运气好像实在是不怎么样，尤其是这个弃妇还不得不养着两个不被亲爹待见的拖油瓶。  不过既来之则安之，这种自生自灭，啊，不对，应该是自给自足，远离内宅争斗的弃妇生活其实还是很悠然的，女主角对自己的穿越十万分的满意。  但是，孩子他爹，你……你你你到底为什么又要在五年后闯进来？还蹬鼻子上脸的步步进逼，特么你有这个资格吗？  乱了……全乱了","female","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男、女读者都可以","Yes","男、女读者都可以","2018-02-04 21:38:54 UTC"
"3L55D8AUFACBI8AYOU6HLA18X0VYCF","贵女种田记","现代中医林小宁穿到古代猎户之女林小宁的身上  父母双亡，爷爷与哥哥，坚信她是贵命  还有贪吃的妹妹与傻子弟弟，外加一条神志不清的狗  这是什么样的人家哦  唉，幸好还有空间相助……  千年因缘本是天注定  且看林小宁如何带家人致富做地主  如何获得如意郎君……  不用俚语，不写猪下水，不写美食，不写一文文攒钱，也不重点写医术……  不一样的种田文，不一样的麻雀变凤凰……  新人新作，请读者大大们支持！","female","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男、女读者都可以","Yes","男、女读者都可以","2018-02-04 21:37:37 UTC"
"3BDORL6HKKS2L7YCAZENDE8BUDGRC6","清朝穿越记","【起点女生网一组B班签约作品】  看了太多的清穿文，自己也想写一篇，就当圆自己一个穿越梦。  齐珞和父母一起穿到清朝，成为历史名人－－－乾隆的老妈  只想和自己父母平淡幸福生活的齐珞该怎么办？  是努力摆脱命运的轨迹还是顺其自然？  平凡低调却因父亲的升官封爵备受关注  蝴蝶翅膀闪动，既然已经来到这了，那么我的人生我做主  读者群101581278（已满）安琪亲所建104063495（已满）最初梦想亲所建114076474（已满）最初梦想亲所建72374289（新建的超级群,招人中）感谢瑶提供以上四个群敲门砖皆为故事中的人名，很简单的问题。  另外推荐我的新书《海月明珠》，每一段没有孝庄扭曲的历史","female","A3GLMBZSG3VU4P","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:41:13 UTC"
"3PUV2Q8SV4JPASN1EYN8X5LPXRQBDE","王者游侠","在《第六大陆》中，玩家能选择的不仅仅是练级打怪，只要你努力了，在任何地方你都能发光发热。   传奇工匠，驯龙师，巨商，甚至成为一名国王，只要你想，就都有可能做到。   而重新发现游戏乐趣的何枫表示他都想试试……  书友VIP群：320799796 全订后可入","male","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男、女读者都可以","Yes","男、女读者都可以","2018-02-04 21:29:39 UTC"
"3Z3R5YC0P32M4YVE5Q9JLZUWFB5TFW","绝品天医","高中毕业旅行途中，因为意外而被逮入特战小队做随队医生的江源，在全队全军覆没，剩下他一人无路可逃之后，带着小队抢到的神秘物品自爆了，但是他醒来之后，却发现自己带着一个怪异的纹身，奇迹般穿越了万里之遥，回到了日思夜想的家中...  一个神奇少年的绚丽成长史...","male","A8TIL9U6YHG5","男、女读者都可以","A1X94LTZZQMHTP","男性读者","No","no_agreement","2018-02-04 21:00:27 UTC"
"375VMB7D4JYZX017K8FPJSP2SH9DIO","妻为君纲","一觉醒来，莫名其妙地穿越了，不要紧。  重生成了一个有娘生没爹教的私生女，也不要紧。  在家被人瞧不起，在学堂被太子、党欺负，更加完全地不要紧。  只要有一个彪悍的娘亲，再有一个同样彪悍的姐姐，有朝一日，终还是可以妻为夫纲，妻为君纲。  ————————————  ★晚晚滴新书《感帝恩》上传咯，欢迎大家光临，直通车在下面~~","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:48:28 UTC"
"3P520RYKCHL92EHEZJMK4JPL9VZ5UH","弃妃俱乐部","【起点女生网一组B班签约作品】  穿成皇帝的小妾，还万分悲摧地成为了冷宫弃妃，白素素被囚禁在方寸之地的冷宫里，却淡然以对。  没衣穿没饭吃怕什么？我就借皇帝的后\宫种种菜、养养鸡，吃饱喝足之余还能凭借现代女的聪明才智赚点零花钱！岂不比深宫里那些为了一个男人天天勾心斗角的女人来得逍遥自在？  只不过，吃饭事小，自由事大。她是被囚在高墙之下的稚鸟，何时才能羽翼丰满，飞向那自由幸福的蓝天……","female","A1X94LTZZQMHTP","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:01:43 UTC"
"3YCT0L9OMMOXDQVGEEN6JZ7JFJDNS8","倾世宠妻","上辈子温柔和善，贤良淑德的司徒盈袖苦等自己的未婚夫十年，却在最后关头，被人陷害，锒铛入狱。为保清白，她从东元国百丈高的白塔上纵身一跳，惨死在众人面前。  意外重生的司徒盈袖面对身边的重重谜团，为了破除上一世不幸的结局，坚决表示要走一条不同的路：姐重生要做御姐！姐是女汉子姐自豪！  但是重生的御姐女汉子立志走上人生巅峰，却总是被一只闷骚腹黑高冷禁欲的男神挡路肿么破？！  司徒盈袖：闷骚是病，得治！  某君斜睨她一眼：深井冰无药可医，你听天由命吧……  司徒盈袖：……谁是天？  某君：……你师父。  总而言之，每一只闷骚腹黑高冷禁欲的男神存在，是因为还没有碰到一只令他破功的女神（经）……","female","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","男、女读者都可以","No","no_agreement","2018-02-04 21:47:18 UTC"
